CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6059032036,California,Orange County,1,3539,1278,0,13.0,0.3673354054817745,0,0,0,0,0,0,5.92417061611374,127647.0,0,1,0,1,0,0,0,0,,1450.49296308879,,,272.132257745747,,1450.49296308879,40.985955441898604,272.132257745747,7.689524095669591,344.57303947027,9.73645209014607,251.496721733827,7.10643463503326,1194.39550705109,33.7495198375554,3.16727702878416,0.089496383972426,112.496505986688,3.17876535706946,5.22275741863996,0.14757720877761998,3.69459933886537,0.104396703556524,131.516319278337,3.71620003612141,191.643043908742,5.4151750186137795,23.245828293283,1.81892240166534,18.0720253649597,1.41408649178088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0,834.0,549.0,2908.0,21.0,282.0,7.0,10.0,311.0,568.0,47.0,44.0
6059032037,California,Orange County,1,4929,2504,0,0.0,0.0,0,0,0,0,0,0,6.22682022252586,103258.0,1,1,1,1,1,0,0,0,628.026359236857,3385.58591042136,628.026359236857,88.5431831043534,489.091269469522,88.5431831043534,3385.58591042136,68.6870746687231,489.091269469522,9.92272812881967,377.04701582808,7.649564127167389,1737.8819869868,35.2583077092068,3007.71802196829,61.020856603130305,34.5712280343287,0.70138421656175,215.807371195073,4.37831956167727,2.52071931154933,0.051140582502522396,9.77716320444597,0.19835997574449102,115.191404832294,2.33701369105892,218.062107563284,4.42406385805,66.4423439371003,2.6534482402995296,32.9651807561022,1.31650082891782,628.026359236857,12.7414558579196,88.5431831043534,1.79637214656834,67.1261939890683,1.36186232479343,352.958511135716,7.16085435454891,558.459482167324,11.3300767329544,7.0233731046319,0.142490831905699,41.3543925458962,0.8390016746986451,0.0,0.0,1.44115720689297,0.029238328401155797,19.7479598410428,0.400648404159926,48.513497238313,0.984246241394056,12.9026307218337,0.5152807796259471,6.2508068363295,0.24963286087577902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,611.0,2445.0,4322.0,51.0,351.0,3.0,15.0,187.0,313.0,88.0,46.0
6059032038,California,Orange County,1,6602,2092,0,5.0,0.0757346258709482,0,0,0,0,0,0,2.9011059464657802,139275.0,0,1,0,1,0,0,0,0,441.321608258411,4557.07673548907,441.321608258411,5.09191734297201,132.254417479737,5.09191734297201,4557.07673548907,69.0257003254933,132.254417479737,2.00324776552161,1309.12122177193,19.829161190123102,301.539978131477,4.56740348578427,3416.82167823333,51.7543422937494,35.0591323271219,0.5310380540309291,740.735440813936,11.2198642958791,15.2856006030925,0.23152984857759,2.98178154230118,0.0451648219070157,346.19301356544,5.24375967230294,493.959596311208,7.48196904439879,0.0,0.0,8.90999549003391,0.42590800621577,441.321608258411,6.68466537804319,5.09191734297201,0.0771268909871556,131.738349171821,1.99543091747684,19.097248907201,0.28926460023024797,329.946201495826,4.99767042556538,3.63326618101564,0.055032810981757704,65.2457382702269,0.9882723155138881,2.32393063511699,0.0352004034401241,0.0,0.0,40.1724686226808,0.6084893762902259,55.0534574631602,0.833890600774919,0.0,0.0,0.786755540531885,0.0376078174250423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,1837.0,450.0,4936.0,55.0,1103.0,17.0,5.0,486.0,690.0,0.0,13.0
6059032039,California,Orange County,1,6696,2180,0,3.0,0.044802867383512544,0,0,0,0,0,0,7.47593261131167,130329.0,0,1,0,1,0,0,0,0,0.256461381912231,5831.32631844282,0.256461381912231,0.0233146715909243,855.153457773849,0.0233146715909243,5831.32631844282,87.0867132383934,855.153457773849,12.7711089870647,1633.89768449962,24.4011004256216,306.220740281045,4.57318907229757,4498.84828145802,67.187100977569,47.2587982835248,0.7057765574003111,605.406802181154,9.04132022373289,9.67087754607201,0.14442768139295098,27.734061982017,0.41418850032880805,642.407424233854,9.593898211377748,1141.47687346302,17.0471456610367,0.0,0.0,27.941421405063,1.2817165782139,0.256461381912231,0.00383006842760202,0.0233146715909243,0.000348188046459442,0.0766987353563309,0.00114544108955094,0.014381012879312,0.00021477020429080102,0.203731015324593,0.0030425778871653597,0.0,0.0,0.0335556976497173,0.0005011304905871759,0.0,0.0,0.00239683547988534,3.57950340484668e-05,0.0167778488248587,0.00025056524529358797,0.00958734191954136,0.000143180136193867,0.0,0.0,0.00112259713932872,5.1495281620583394e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.0,1883.0,348.0,5140.0,57.0,704.0,10.0,30.0,755.0,1350.0,0.0,31.0
6059032040,California,Orange County,1,2612,875,0,0.0,0.0,0,0,0,0,0,0,2.04236006051437,136471.0,0,1,0,1,0,0,0,0,,1614.11263984069,,,154.789669103455,,1614.11263984069,61.7960428729208,154.789669103455,5.926097592015879,357.773286717013,13.6972927533313,157.82622814877,6.04235176679822,1348.33800331503,51.6209036491207,15.0714015200501,0.577006183769147,153.038127877284,5.85904011781332,0.0,0.0,1.9708049595356,0.0754519509776263,95.6942465305328,3.6636388411383196,156.387937490828,5.98728704023079,5.37949367848341,0.614799277540962,3.02761404056218,0.34601303320710697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,573.0,264.0,2187.0,25.0,257.0,0.0,2.0,141.0,251.0,6.0,5.0
6059032041,California,Orange County,0,1022,345,0,94.0,9.197651663405088,0,0,0,0,0,0,7.684426229508199,148654.0,0,0,0,0,0,0,0,0,,,,,,,1022.00000379312,100.000000371146,170.682377840965,16.700819749605202,308.000000127188,30.1369863138149,81.0000000183011,7.92563600961851,887.000005149818,86.79060715751639,8.00000011565862,0.7827788762875361,46.9999994031805,4.59882577330534,0.0,0.0,7.00000010480699,0.684931517104402,73.0000003875306,7.14285718077599,161.00000219222,15.7534248720371,11.8965517610777,3.44827587277614,9.15119370048751,2.65251991318478,974.147856716851,95.3177941993005,162.690677085242,15.918852943761399,290.680200231979,28.4422896508785,77.1982743756983,7.553647199187701,843.815059598699,82.565074324726,7.32634816295467,0.716863812422179,46.7243134194487,4.5718506281261,0.0,0.0,6.8976023462933,0.674912166956291,69.3845340357351,6.78909334987623,147.806175432811,14.4624437801185,11.3904996936066,3.3015941140888803,8.76192286952345,2.53968778826767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,308.0,81.0,887.0,8.0,47.0,0.0,7.0,73.0,161.0,13.0,10.0
6059032042,California,Orange County,1,5796,1779,0,0.0,0.0,0,0,0,0,0,0,2.09602293084916,158281.0,1,1,1,1,1,0,0,0,994.9130265161,3070.31553100493,994.9130265161,23.4456961908675,74.6243589408061,23.4456961908675,3070.31553100493,52.9730077813134,74.6243589408061,1.28751481954462,910.9320448296,15.716563920455501,150.123602565378,2.59012426786366,2690.83194962061,46.4256720086372,32.1980412453413,0.555521760616655,162.930531844497,2.81108578061589,6.58377018664032,0.11359161812699,9.71138793230057,0.167553276954806,168.059866284626,2.89958361429651,275.33182780752,4.75037660123396,23.495283465114,1.32070171248533,27.7690611742422,1.56093654717494,994.9130265161,17.1655111545221,23.4456961908675,0.404515117164725,301.335590958022,5.1990267591101205,48.2218273282051,0.83198459848525,872.50766555882,15.0536174181991,6.80342802405357,0.117381435887743,51.2878448888659,0.884883452188853,2.11193479783833,0.0364377984444156,2.07494726777077,0.0357996423010829,60.1272282355003,1.03739179150277,82.3310618207797,1.42048070774292,7.64153412052298,0.429540984852331,8.86340724804757,0.49822412861425297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,1704.0,242.0,5041.0,77.0,303.0,10.0,23.0,342.0,633.0,26.0,55.0
6059032043,California,Orange County,1,3987,1227,0,0.0,0.0,0,0,0,0,0,0,2.1631982475356,209375.0,1,1,1,1,1,0,0,0,2009.89300811291,3962.64687997993,2009.89300811291,83.7906691632234,171.408413508834,83.7906691632234,3962.64687997993,99.3891868567829,171.408413508834,4.29918268143552,1205.16306122004,30.227315305243003,223.982896432946,5.61783035949201,3429.34767142049,86.0132347986077,37.7323406546675,0.946384265228681,312.172821219468,7.82976727412763,4.00000024586916,0.10032606586077701,9.99999993486563,0.250815147601345,169.39404566888,4.24865928439628,338.179917384681,8.48206464471234,0.0,0.0,10.9071584618764,0.8889289699980769,2009.89300811291,50.411161477625,83.7906691632234,2.10159691906755,621.100062390789,15.578130483842202,116.995201230515,2.9344168856412,1770.50843931735,44.4070338429231,10.0012028944329,0.250845319649685,141.329213731457,3.54475078333224,0.0,0.0,5.44131908012787,0.13647652571176,82.6128342486918,2.07205503508131,191.818005124573,4.81108615812823,0.0,0.0,5.45206696537207,0.444341235971644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,1213.0,225.0,3450.0,38.0,314.0,4.0,10.0,171.0,340.0,0.0,11.0
6059032044,California,Orange County,1,5760,1953,0,0.0,0.0,0,0,0,0,0,0,4.7424087342204,193487.0,1,1,1,1,1,0,0,0,5027.79016167298,5631.77062976733,5027.79016167298,465.720616905484,532.505277993623,465.720616905484,5631.77062976733,97.7737956556828,532.505277993623,9.244883298500401,1398.65259791166,24.2821631581885,636.443651376409,11.0493689475071,5100.54023202322,88.5510456948476,39.9255557291617,0.693152009186835,263.109293924528,4.56786968618973,3.000000086613,0.0520833348370312,13.9627777469577,0.242409335884683,211.23275827209,3.66723538666823,375.714766660589,6.52282581007967,31.5263203235227,1.6142509126227702,14.4001179643601,0.7373332291019,5027.79016167298,87.2880236401559,465.720616905484,8.08542737683133,1253.517062556,21.7624490027083,568.785250621033,9.87474393439293,4574.71863653325,79.4221985509244,38.2977784013783,0.6648919861350401,213.946590039763,3.71435052152366,2.96300476137549,0.0514410548849911,12.7144925032044,0.220737717069521,185.149643219658,3.2144035281190697,330.647396697081,5.74040619265765,26.0815264630946,1.3354596243264,12.9362025290538,0.6623759615490961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,1440.0,646.0,5215.0,40.0,271.0,3.0,14.0,217.0,389.0,33.0,15.0
6059032045,California,Orange County,1,2978,915,0,0.0,0.0,0,0,0,0,0,0,3.4819792302993298,151538.0,1,1,1,1,1,0,0,0,2978.00000339816,2978.00000339816,2978.00000339816,139.073959473557,139.073959473557,139.073959473557,2978.00000339816,100.00000011410899,139.073959473557,4.67004565055597,1079.99999772501,36.265950225823104,100.999998987794,3.3915379109400403,2518.99999794748,84.58697105263539,14.9999997197883,0.503693744788056,212.00000168827,7.118871782681991,6.99999994970858,0.23505708360337702,0.999999955296516,0.0335795821120388,224.000001871507,7.52182679219299,347.999997300765,11.6856950067416,4.45111504300803,0.486460660438036,0.0,0.0,2978.00000339816,100.00000011410899,139.073959473557,4.67004565055597,1079.99999772501,36.265950225823104,100.999998987794,3.3915379109400403,2518.99999794748,84.58697105263539,14.9999997197883,0.503693744788056,212.00000168827,7.118871782681991,6.99999994970858,0.23505708360337702,0.999999955296516,0.0335795821120388,224.000001871507,7.52182679219299,347.999997300765,11.6856950067416,4.45111504300803,0.486460660438036,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,1080.0,101.0,2519.0,15.0,212.0,7.0,1.0,224.0,348.0,5.0,0.0
6059032046,California,Orange County,1,6005,1836,0,0.0,0.0,0,0,0,0,0,0,3.30050112320719,213553.0,1,1,1,1,1,0,0,0,6004.99994491586,6004.99994491586,6004.99994491586,457.071962612456,457.071962612456,457.071962612456,6004.99994491586,99.9999990826955,457.071962612456,7.611523107617931,1973.99998220318,32.8726058651654,414.000000296784,6.89425479261923,5258.99995346663,87.5770183757974,67.9999995059334,1.13238966704302,389.999997632645,6.494587804040711,9.00000005983748,0.14987510507639398,10.9999999260763,0.183180681533327,267.999999228851,4.46294753087179,413.999997908341,6.89425475284498,10.2173910546117,0.556502780752269,7.82942422052001,0.42643922769716797,6004.99994491586,99.9999990826955,457.071962612456,7.611523107617931,1973.99998220318,32.8726058651654,414.000000296784,6.89425479261923,5258.99995346663,87.5770183757974,67.9999995059334,1.13238966704302,389.999997632645,6.494587804040711,9.00000005983748,0.14987510507639398,10.9999999260763,0.183180681533327,267.999999228851,4.46294753087179,413.999997908341,6.89425475284498,10.2173910546117,0.556502780752269,7.82942422052001,0.42643922769716797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,1974.0,414.0,5259.0,68.0,390.0,9.0,11.0,268.0,414.0,10.0,8.0
6059032047,California,Orange County,1,3652,1669,0,0.0,0.0,0,0,0,0,0,0,5.7696591668523105,94941.0,0,1,0,1,0,0,0,0,,617.516057595611,,,59.4921182692051,,617.516057595611,16.9089829571635,59.4921182692051,1.6290284301534799,126.757451619953,3.4709050279286098,17.7294367551804,0.485471981248093,462.32063613832,12.6593821505564,25.9980965405703,0.7118865427319351,54.4229912161827,1.49022429398091,0.104552485048771,0.00286288294218978,5.19378020241857,0.142217420657683,69.4759846925735,1.90240921940234,115.180791404098,3.1539099508241604,1.29596536746249,0.07764921314934009,6.09797009744216,0.365366692477062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,762.0,186.0,2739.0,124.0,307.0,3.0,29.0,450.0,745.0,66.0,42.0
6059032048,California,Orange County,1,5590,2191,0,0.0,0.0,0,0,0,0,0,0,7.20246734397678,143967.0,1,1,1,1,1,0,0,0,3194.98822331429,4437.63435023278,3194.98822331429,416.076613210142,603.054432879202,416.076613210142,4437.63435023278,79.3852298789406,603.054432879202,10.7880936114347,1000.21608797088,17.8929532731822,1266.56452081539,22.6576837355168,3665.11756483093,65.56560938874651,64.0687544080429,1.14613156365014,430.173009927035,7.695402682057879,2.00000000279397,0.0357781753630406,10.3212241232395,0.184637283063319,265.95379130682,4.75767068527406,612.770066440688,10.9618974318549,70.2115189961623,3.20454217234881,0.0,0.0,3194.98822331429,57.15542438844879,416.076613210142,7.443231005548149,942.247735619545,16.8559523366645,366.664793141186,6.55929862506594,2528.1288009882,45.2259177278747,50.6643170001917,0.906338407874627,363.604101372883,6.50454564173314,1.9989198576659,0.035758852552162705,9.03294351696968,0.16159111837155102,241.559127866756,4.32127241264322,558.047206409276,9.98295539193695,17.1014161482453,0.780530175638765,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,1284.0,1337.0,4554.0,80.0,586.0,2.0,13.0,355.0,756.0,77.0,0.0
6059032049,California,Orange County,1,9368,2989,0,95.0,1.0140905209222886,0,0,0,0,0,0,3.4769624573378803,160807.0,1,1,1,1,1,0,0,0,6002.58655319028,9359.51110981815,6002.58655319028,542.845781727279,829.809581712288,542.845781727279,9359.51110981815,99.9093841782467,829.809581712288,8.85791611563075,3081.04065111662,32.8889907249853,337.716227332412,3.60499815683617,7196.7245840563,76.8224229724199,158.894598174751,1.6961421666818002,1208.62167134537,12.901597687290401,16.959460784361,0.18103608864604,24.9837844315043,0.266692831250046,753.327053157303,8.04149288169624,1217.1649000579,12.9927935531373,0.0,0.0,35.367440917408,1.18325329265333,6002.58655319028,64.075432890588,542.845781727279,5.79468170076088,1971.22712199773,21.0421340947665,221.455404031605,2.36395606353123,4691.79666382656,50.0832265566456,93.7781068141026,1.00104725463389,715.590228542034,7.63866597504306,5.73263030685484,0.061193747938245606,12.7779775733361,0.136400272986081,482.910990013897,5.15489955181359,759.205875887485,8.10424718069475,0.0,0.0,22.4033681172175,0.7495272036539811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,3084.0,338.0,7203.0,159.0,1210.0,17.0,25.0,754.0,1218.0,0.0,36.0
6059032050,California,Orange County,1,4906,1688,0,0.0,0.0,0,0,0,0,0,0,2.32467278765384,133674.0,0,1,0,1,0,0,0,0,,1521.74623915553,,,153.128259738907,,1521.74623915553,31.018064393712404,153.128259738907,3.12124459312897,431.40502551198,8.79341674504647,88.3362335059792,1.80057548931878,1227.92369659245,25.029019498419302,20.888558998704,0.42577576434374104,109.114878866822,2.22411086153326,6.0269040167331696,0.12284761550618001,15.2274897652678,0.310385033943494,142.564700781368,2.90592541339926,257.745067104697,5.2536703445719,1.27923688740702,0.0757841757942549,26.965176042635,1.59746303570113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,1374.0,231.0,3899.0,77.0,387.0,21.0,23.0,499.0,992.0,8.0,87.0
6059032051,California,Orange County,1,4580,1916,0,2.0,0.043668122270742356,0,0,0,0,0,0,2.73104653703299,71809.0,0,0,0,0,0,0,0,0,,71.4983675479889,,,19.0263434052467,,71.4983675479889,1.56109972812203,19.0263434052467,0.41542234509272297,10.1706810295582,0.222067271387733,17.1535362005234,0.37453135809003,58.2916660308838,1.2727437998009599,1.06260847300291,0.023201058362509002,5.9202471524477,0.12926303826305002,0.303602416999638,0.00662887373361655,0.151801208499819,0.0033144368668082797,5.76844607293606,0.125948604212578,7.28645825386047,0.15909297497511998,2.91435558348894,0.152106241309444,0.729271771386266,0.0380622010118093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0,1112.0,308.0,3205.0,127.0,362.0,10.0,23.0,853.0,1422.0,116.0,40.0
6059032053,California,Orange County,1,7976,2957,0,0.0,0.0,0,0,0,0,0,0,6.9204152249135,126906.0,1,1,1,1,1,0,0,0,7061.11316124318,7961.9484702718,7061.11316124318,834.317969093012,928.561686465429,834.317969093012,7961.9484702718,99.823827360479,928.561686465429,11.6419469215826,2192.35763827065,27.4869312721998,475.425690327316,5.960703238807881,6243.50418022057,78.27863816725889,172.837279412674,2.16696689333843,730.927945235744,9.164091590217451,9.9617124661163,0.12489609410878,33.9617126490339,0.42579880452650304,770.755656963214,9.66343602010048,1364.97076592247,17.113474999028,0.0,0.0,67.0411834779309,2.2672026877893403,7061.11316124318,88.5295030246136,834.317969093012,10.460355680704799,1906.75670817593,23.9061773843522,438.503589425713,5.49778823251896,5508.83435275932,69.0676323064108,163.626763645338,2.05148901260453,660.63978571631,8.282845859030969,7.83143641197239,0.0981875177027632,31.6745941545232,0.39712379832652,688.506247168407,8.63222476389678,1236.21964112322,15.499243243771598,0.0,0.0,60.2812441016661,2.03859466018485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,2197.0,476.0,6255.0,173.0,732.0,10.0,34.0,772.0,1367.0,0.0,71.0
6059032054,California,Orange County,1,5288,2268,0,0.0,0.0,0,0,0,0,0,0,7.78839088905217,110313.0,0,0,0,0,0,0,0,0,,288.275375366211,,,46.8494701385498,,288.275375366211,5.45150104701609,46.8494701385498,0.885958209881804,69.0798358917236,1.306350905668,6.55726861953735,0.124002810505623,199.960708618164,3.7814052310545403,7.59450197219849,0.143617662106628,18.3058948516846,0.346178041824595,0.908876925706863,0.0171875364165443,2.53150075674057,0.047872555914156,58.9738922119141,1.1152400191360399,89.6319732666016,1.69500705874814,3.8465234041214,0.16959979735985,1.56574684381485,0.0690364569583267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,1285.0,630.0,3952.0,122.0,479.0,21.0,29.0,685.0,1305.0,244.0,29.0
6059032055,California,Orange County,1,3884,1372,0,0.0,0.0,0,0,0,0,0,0,4.485351309307751,93029.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.0,1096.0,191.0,2658.0,77.0,347.0,5.0,18.0,779.0,1325.0,83.0,145.0
6059032056,California,Orange County,1,7072,2265,0,0.0,0.0,0,0,0,0,1,0,4.33286606346374,154401.0,1,1,1,1,1,0,0,1,5447.1539392317,6665.69977905921,5447.1539392317,321.469657599696,443.874968459599,321.469657599696,6665.69977905921,94.254804568145,443.874968459599,6.276512563059949,2369.72047313664,33.5084908531764,307.616058538648,4.34977458340849,5172.80388133745,73.14485126325579,98.7855837668176,1.3968549740782998,823.866216874914,11.6496919806973,20.0723748254871,0.28382882954591504,14.9999999189749,0.212104071252474,535.171774323349,7.5674741844365,927.523440205035,13.115433260817799,145.612841909013,6.42882304234052,133.320926282908,5.886133610724429,5447.1539392317,77.02423556605919,321.469657599696,4.54566823528981,1929.43004319246,27.2826646379025,240.990285284798,3.40766806115381,4239.21470501418,59.94364684692,79.4640103583224,1.12364268040614,649.262902632356,9.18075371369281,19.6610219764892,0.278012188581577,13.5023916857317,0.19092748424394398,446.048946131505,6.307253197560871,793.621548510165,11.2220241587976,107.330668415136,4.73866085718038,109.165122892013,4.81965222481295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,2434.0,438.0,5514.0,106.0,858.0,21.0,15.0,558.0,972.0,186.0,155.0
6059032057,California,Orange County,1,7218,2281,0,0.0,0.0,0,0,0,0,0,0,2.51732101616628,188224.0,0,1,0,1,0,0,0,0,0.9402135014534,539.965638101101,0.9402135014534,0.0361703373491764,19.9581467118114,0.0361703373491764,539.965638101101,7.48082069965504,19.9581467118114,0.27650521906084,210.081426382065,2.91052128542622,19.535130828619,0.270644649883888,424.867989063263,5.8862287207434605,9.70542648434639,0.13446143646919398,54.7009963095188,0.757841456213893,1.09902441501617,0.015226162579886,2.28334747673944,0.0316340742136248,47.3088719546795,0.655429093303955,65.1457695960999,0.902545990525074,4.89439406106249,0.214572295531016,0.0,0.0,0.9402135014534,0.0130259559636104,0.0361703373491764,0.000501113013981386,0.313404500484467,0.00434198532120347,0.0,0.0,0.313404500484467,0.00434198532120347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626809000968933,0.00868397064240694,0.626809000968933,0.00868397064240694,0.0119930962100625,0.00052578238536004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,2722.0,332.0,5741.0,110.0,809.0,8.0,16.0,534.0,899.0,75.0,0.0
6059032058,California,Orange County,1,7312,2163,0,0.0,0.0,0,0,0,0,0,0,1.21611585592276,188750.0,1,1,1,1,1,0,0,0,5015.9368382435,6700.2947965603,5015.9368382435,325.88519551938,443.676288332395,325.88519551938,6700.2947965603,91.6342286181661,443.676288332395,6.06778293671219,2612.17825005278,35.7245384306999,156.676324951183,2.1427287329209896,5228.57155982115,71.5067226452565,105.838161745927,1.44745844838521,825.437038150895,11.288799755893,7.94678845327317,0.108681461341263,15.5255037198202,0.212329099012859,516.975760091648,7.07023741919649,764.488041631221,10.4552522104926,5.93220347756323,0.27425813580967295,6.73974433043385,0.311592433214695,5015.9368382435,68.5986985536584,325.88519551938,4.45685442449919,1949.75139156803,26.665090147265204,122.167611765396,1.67078243661646,3886.89717784979,53.157784160965406,68.1024621221035,0.931379405389818,635.595677343476,8.69250105776088,5.85364880483567,0.0800553720573807,11.2482930222885,0.153833329079438,408.239617888436,5.5831457588681,586.72597395563,8.02415172258794,5.83741129034934,0.26987569534671,5.02554994719448,0.232341652667336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,2862.0,171.0,5720.0,113.0,892.0,9.0,17.0,561.0,834.0,15.0,11.0
6059032059,California,Orange County,1,7975,2399,0,0.0,0.0,0,0,0,0,0,0,3.3206106870228997,159802.0,0,1,0,1,0,0,0,0,223.795866012573,5684.64422685374,223.795866012573,4.90378469228745,250.028160697955,4.90378469228745,5684.64422685374,71.2808053523979,250.028160697955,3.1351493504445798,2176.3945987937,27.2902144049367,136.717930419021,1.71433141591249,4256.77829165151,53.376530302840294,80.505121099879,1.00946860313328,753.465241167694,9.44784001464194,4.3617214858532,0.054692432424491504,17.6122539280914,0.220843309443152,571.921571326675,7.171430361463011,879.477203442599,11.0279273158947,48.0679571992659,2.00366641097399,32.1810318137141,1.34143525692847,223.795866012573,2.8062177556435497,4.90378469228745,0.0614894632261749,93.9872736930847,1.1785238080637601,5.25457674264908,0.0658881096256938,172.416565895081,2.16196320871574,1.21313828229904,0.0152117652952858,31.591560125351,0.396132415364902,0.0,0.0,1.25745860487223,0.0157675060172066,17.3171484470367,0.21714292723557,26.3899915218353,0.330908984599816,1.02880454063416,0.042884724494962695,1.11779514700174,0.0465942120467588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,3154.0,186.0,6033.0,105.0,1036.0,9.0,21.0,771.0,1160.0,96.0,56.0
